return_id,order_item_id,return_date,reason,refund_amount
84355,331534,2024-08-20,Late Delivery,2049.28
84356,1520324,2023-02-08,Not as Described,133.02
84357,1399581,2024-12-28,Wrong Item,518.36
84358,1982146,2025-01-07,Wrong Item,354.5
84359,1670231,2025-07-19,Late Delivery,863.4
84360,76598,2025-01-04,Wrong Item,243.24
84361,1535733,2025-12-26,Defective,2817.6
84362,461483,2024-10-11,Defective,690.53
84363,2120783,2025-11-05,Late Delivery,1538.88
84364,1627392,2023-04-02,Changed Mind,336.92
84365,515731,2024-06-27,Wrong Item,2614.36
84366,1100497,2025-07-23,Defective,663.08
84367,274731,2025-12-31,Defective,427.75
84368,516419,2023-10-21,Defective,4352.0
84369,1341891,2024-06-14,Wrong Item,1717.25
84370,758961,2024-03-22,Not as Described,2299.65
84371,1424484,2023-02-15,Late Delivery,2296.17
84372,725845,2025-06-14,Not as Described,789.35
84373,1141682,2025-03-08,Changed Mind,3138.8
84374,1050520,2024-08-21,Wrong Item,1048.34
84375,289495,2023-06-03,Changed Mind,698.62
84376,1450950,2023-12-14,Defective,850.96
84377,301903,2023-12-16,Not as Described,432.04
84378,39145,2023-11-29,Late Delivery,2154.48
84379,908315,2025-11-30,Late Delivery,149.22
84380,1787998,2025-09-23,Late Delivery,111.84
84381,1483652,2023-09-01,Not as Described,557.74
84382,2198056,2025-10-30,Late Delivery,1320.35
84383,154932,2025-08-24,Defective,247.52
84384,1961084,2023-04-15,Wrong Item,3313.48
84385,1104731,2023-05-24,Changed Mind,201.02
84386,841532,2024-12-08,Defective,654.18
84387,1374279,2024-06-21,Defective,2518.4
84388,1102637,2024-02-10,Not as Described,1065.2
84389,2101934,2023-07-16,Not as Described,1089.9
84390,419989,2025-11-12,Wrong Item,1157.31
84391,992089,2025-05-02,Not as Described,2791.8
84392,1362920,2024-04-17,Not as Described,569.28
84393,1838286,2025-04-05,Wrong Item,351.66
84394,1216690,2023-07-21,Not as Described,130.53
84395,405215,2023-05-27,Not as Described,1996.11
84396,438677,2025-05-07,Not as Described,2308.28
84397,1441113,2024-11-19,Late Delivery,418.72
84398,1547839,2023-07-27,Wrong Item,567.56
84399,548166,2025-12-30,Defective,777.26
84400,657905,2023-03-16,Wrong Item,688.56
84401,2019231,2025-12-31,Wrong Item,338.15
84402,1548486,2025-12-04,Late Delivery,535.16
84403,1016983,2023-11-09,Wrong Item,1933.09
84404,1710642,2023-04-17,Late Delivery,881.68
84405,626844,2023-02-20,Late Delivery,192.68
84406,1713033,2024-03-21,Changed Mind,633.6
84407,111945,2025-04-28,Late Delivery,194.4
84408,1051384,2025-12-31,Not as Described,4016.0
84409,1575038,2024-06-14,Defective,865.86
84410,304176,2023-11-24,Not as Described,1541.56
84411,716517,2023-04-11,Defective,18.66
84412,1912196,2024-01-19,Late Delivery,85.43
84413,2230047,2024-06-13,Defective,1843.36
84414,2226720,2024-11-23,Changed Mind,660.07
84415,2248797,2025-09-13,Not as Described,1835.35
84416,1725629,2025-08-03,Not as Described,1704.05
84417,233808,2023-02-17,Late Delivery,723.42
84418,429860,2023-12-22,Not as Described,1603.56
84419,906525,2024-09-26,Defective,430.66
84420,1477860,2023-10-08,Changed Mind,1599.12
84421,274421,2024-09-14,Changed Mind,626.42
84422,204593,2025-09-10,Changed Mind,189.15
84423,1423192,2023-12-18,Not as Described,809.52
84424,1529297,2024-03-18,Defective,32.61
84425,454141,2023-11-30,Defective,1499.07
84426,1136356,2024-07-29,Defective,1507.2
84427,158285,2025-12-20,Not as Described,1562.92
84428,2090756,2024-11-23,Wrong Item,372.22
84429,777730,2024-07-30,Defective,1741.45
84430,295198,2025-03-17,Defective,162.1
84431,1340575,2023-12-05,Defective,655.0
84432,1167086,2023-02-28,Not as Described,189.8
84433,1704676,2024-12-10,Defective,2690.7
84434,571718,2025-11-25,Changed Mind,641.27
84435,2245232,2024-01-04,Defective,738.96
84436,113538,2023-05-19,Wrong Item,2348.28
84437,2196991,2025-12-21,Defective,594.9
84438,377598,2023-05-17,Changed Mind,791.84
84439,1591242,2023-12-22,Changed Mind,2991.45
84440,281339,2023-04-20,Changed Mind,3916.3
84441,1811686,2023-12-24,Defective,625.93
84442,1523291,2024-02-24,Not as Described,40.58
84443,2074739,2025-12-17,Defective,4740.6
84444,1696907,2025-12-12,Changed Mind,284.22
84445,1831281,2025-11-15,Wrong Item,1256.49
84446,508646,2024-09-21,Wrong Item,287.3
84447,1431674,2023-02-18,Changed Mind,182.94
84448,107898,2024-11-25,Not as Described,1150.64
84449,1612814,2024-12-21,Changed Mind,948.45
84450,174253,2023-11-29,Changed Mind,1219.38
84451,386820,2024-02-07,Defective,565.56
84452,1601041,2023-12-25,Not as Described,2417.8
84453,622225,2023-04-15,Late Delivery,1322.75
84454,1353116,2023-03-27,Changed Mind,751.62
84455,2119391,2024-11-21,Not as Described,1490.64
84456,1936859,2024-07-16,Wrong Item,495.23
84457,1811513,2024-01-06,Wrong Item,3293.0
84458,2150666,2025-06-10,Changed Mind,239.35
84459,124601,2025-03-21,Not as Described,1581.6
84460,2090671,2025-10-12,Late Delivery,1917.78
84461,1432292,2024-10-19,Wrong Item,134.2
84462,41364,2023-05-17,Defective,3632.95
84463,1380335,2024-12-25,Changed Mind,150.91
84464,2119545,2024-11-28,Not as Described,2071.96
84465,1288519,2024-08-11,Changed Mind,433.0
84466,1829408,2025-11-22,Not as Described,264.51
84467,874223,2025-08-10,Late Delivery,1070.28
84468,1508719,2024-11-26,Not as Described,620.94
84469,164495,2025-02-17,Defective,538.74
84470,2216122,2024-08-30,Wrong Item,186.84
84471,1877092,2025-04-22,Defective,437.11
84472,309487,2024-11-27,Not as Described,705.04
84473,1613629,2025-05-11,Defective,2086.71
84474,1038955,2023-09-09,Wrong Item,1789.77
84475,1844288,2023-11-20,Changed Mind,2278.3
84476,1626270,2024-12-22,Late Delivery,1301.46
84477,2213487,2025-07-07,Wrong Item,1465.05
84478,1932800,2024-08-03,Wrong Item,2869.59
84479,473450,2025-11-11,Wrong Item,212.9
84480,1332150,2025-12-31,Wrong Item,1067.76
84481,1796790,2023-02-25,Defective,1957.68
84482,1069007,2025-01-02,Changed Mind,584.84
84483,341436,2025-03-18,Late Delivery,541.25
84484,565513,2025-09-08,Defective,1776.58
84485,286501,2024-12-08,Defective,670.92
84486,492661,2023-09-07,Late Delivery,2760.15
84487,1584227,2025-12-08,Not as Described,1023.78
84488,2218257,2023-06-12,Changed Mind,282.53
84489,2140245,2023-03-19,Late Delivery,551.22
84490,1367435,2025-01-19,Late Delivery,2353.56
84491,620624,2024-11-18,Changed Mind,45.76
84492,224556,2023-10-23,Not as Described,2976.0
84493,1789913,2024-05-17,Defective,2623.92
84494,116367,2024-11-30,Wrong Item,688.85
84495,333398,2024-08-20,Late Delivery,366.6
84496,1360309,2025-08-13,Late Delivery,1289.52
84497,1716979,2024-01-13,Changed Mind,1150.96
84498,1462487,2023-12-29,Changed Mind,1492.42
84499,1843997,2024-11-07,Wrong Item,134.76
84500,1784156,2025-10-09,Late Delivery,673.05
84501,1882689,2023-09-15,Defective,2078.86
84502,222007,2024-05-15,Not as Described,434.41
84503,1228084,2024-11-25,Defective,1717.9
84504,1385607,2024-03-27,Defective,1483.2
84505,380393,2024-10-17,Not as Described,218.31
84506,1759873,2024-11-28,Wrong Item,2010.04
84507,212649,2024-11-20,Wrong Item,313.62
84508,1246180,2023-12-08,Defective,677.8
84509,1028129,2024-08-27,Late Delivery,669.86
84510,942332,2023-07-27,Wrong Item,3666.21
84511,660099,2025-12-19,Wrong Item,2684.75
84512,1528956,2024-12-05,Changed Mind,906.9
84513,1263242,2023-04-03,Late Delivery,1118.54
84514,640281,2023-03-12,Wrong Item,2111.04
84515,622018,2025-08-04,Defective,526.68
84516,147795,2024-10-11,Wrong Item,925.8
84517,1570587,2024-04-02,Wrong Item,356.66
84518,1925875,2023-04-16,Late Delivery,137.65
84519,2075407,2024-05-12,Changed Mind,1490.95
84520,1080233,2024-10-19,Defective,634.95
84521,1221448,2023-10-19,Defective,2622.42
84522,1073449,2023-12-07,Wrong Item,386.25
84523,1754022,2023-06-15,Not as Described,1389.55
84524,234930,2023-11-22,Wrong Item,2025.92
84525,1380261,2025-06-13,Changed Mind,2238.19
84526,1465768,2024-12-04,Late Delivery,1421.08
84527,461895,2023-10-29,Late Delivery,88.6
84528,1298313,2025-11-15,Defective,1984.48
84529,1686285,2025-10-25,Wrong Item,1384.0
84530,1463447,2024-01-02,Defective,2033.12
84531,717015,2025-09-10,Wrong Item,2226.27
84532,147191,2025-12-31,Not as Described,4491.6
84533,1287301,2023-02-27,Not as Described,275.12
84534,1173520,2025-10-20,Defective,944.1
84535,1906385,2025-03-23,Defective,325.48
84536,1583547,2024-09-26,Not as Described,175.82
84537,1534088,2023-07-08,Not as Described,267.27
84538,1547479,2024-01-29,Defective,120.53
84539,2077342,2025-12-21,Not as Described,1400.72
84540,2183432,2025-03-07,Defective,1240.88
84541,2043878,2025-01-13,Wrong Item,1062.4
84542,763836,2023-08-28,Changed Mind,1568.1
84543,1514250,2024-09-13,Wrong Item,1812.2
84544,151663,2024-06-12,Not as Described,168.35
84545,1863642,2024-10-13,Changed Mind,1337.25
84546,2189859,2025-11-29,Changed Mind,3165.68
84547,58911,2024-11-28,Changed Mind,3157.15
84548,1806306,2025-11-21,Wrong Item,1008.75
84549,2201172,2025-12-11,Changed Mind,163.96
84550,1132572,2024-07-30,Not as Described,1155.74
84551,732616,2024-07-07,Late Delivery,926.76
84552,955739,2023-07-02,Late Delivery,1329.84
84553,1347527,2024-04-29,Wrong Item,2082.36
84554,870665,2023-07-13,Defective,2051.97
84555,395545,2025-12-06,Changed Mind,1469.8
84556,500968,2024-04-20,Defective,1978.26
84557,2063878,2023-08-30,Changed Mind,808.44
84558,425369,2025-02-24,Not as Described,2882.15
84559,1226985,2023-12-06,Changed Mind,2138.64
84560,56169,2025-12-14,Defective,1159.08
84561,850086,2024-10-21,Wrong Item,373.05
84562,1436460,2023-04-22,Late Delivery,413.46
84563,2221638,2023-11-17,Wrong Item,1197.2
84564,1684668,2023-06-30,Wrong Item,2243.76
84565,1480609,2023-03-08,Late Delivery,939.18
84566,1301923,2025-07-27,Not as Described,1718.2
84567,768223,2024-06-29,Late Delivery,155.62
84568,995604,2024-01-11,Changed Mind,481.4
84569,666718,2024-04-22,Wrong Item,535.32
84570,1222832,2024-11-24,Not as Described,1247.68
84571,62755,2025-02-12,Changed Mind,1222.32
84572,946126,2025-12-23,Changed Mind,2579.36
84573,1433134,2025-11-30,Defective,1900.34
84574,842131,2023-11-27,Wrong Item,413.31
84575,1508552,2024-05-22,Defective,105.97
84576,1131812,2023-09-14,Defective,2319.4
84577,1507983,2025-10-20,Wrong Item,1249.56
84578,1472538,2023-10-20,Wrong Item,3063.5
84579,192019,2023-11-17,Not as Described,232.31
84580,1651156,2025-12-07,Not as Described,418.06
84581,1393152,2025-09-05,Late Delivery,53.93
84582,1478551,2024-04-03,Late Delivery,524.04
84583,549666,2023-11-30,Not as Described,341.4
84584,2216392,2025-12-13,Late Delivery,802.09
84585,558096,2023-11-06,Wrong Item,1602.8
84586,384281,2023-09-05,Late Delivery,1441.23
84587,1121838,2024-07-04,Changed Mind,221.52
84588,1420727,2023-10-30,Wrong Item,442.3
84589,2119170,2025-12-12,Late Delivery,680.96
84590,32931,2024-02-23,Defective,789.5
84591,747253,2024-02-22,Not as Described,4041.25
84592,65403,2023-02-08,Changed Mind,399.31
84593,2199500,2024-06-23,Wrong Item,2531.1
84594,950614,2025-12-31,Changed Mind,412.29
84595,637585,2025-08-16,Not as Described,114.12
84596,1651069,2023-03-24,Wrong Item,1452.75
84597,1834129,2024-05-01,Wrong Item,594.32
84598,489821,2025-01-04,Wrong Item,1100.64
84599,1327434,2025-01-08,Defective,868.25
84600,1823477,2023-08-05,Late Delivery,1482.75
84601,1838610,2024-10-28,Changed Mind,1853.08
84602,404568,2023-01-29,Not as Described,700.08
84603,1080150,2025-01-20,Not as Described,417.4
84604,1292698,2025-11-30,Defective,694.98
84605,1882286,2023-06-21,Not as Described,351.25
84606,1661855,2023-11-02,Late Delivery,661.52
84607,89274,2025-02-03,Defective,2853.52
84608,80118,2025-01-18,Late Delivery,1767.05
84609,300229,2024-09-04,Defective,378.96
84610,278526,2023-12-02,Defective,180.72
84611,1878795,2024-07-03,Changed Mind,27.96
84612,1031926,2023-02-11,Late Delivery,737.98
84613,1861000,2025-02-23,Changed Mind,2890.45
84614,2141796,2024-06-11,Late Delivery,1570.45
84615,339169,2025-02-18,Changed Mind,1458.12
84616,1675689,2023-12-19,Not as Described,325.83
84617,1943134,2025-11-15,Not as Described,2024.0
84618,908876,2025-10-21,Defective,857.26
84619,570947,2025-09-05,Defective,378.89
84620,327721,2024-10-23,Late Delivery,690.52
84621,1752396,2023-04-28,Wrong Item,1131.84
84622,1544087,2023-08-30,Changed Mind,792.72
84623,182169,2025-08-15,Defective,667.93
84624,2168670,2024-08-10,Wrong Item,554.55
84625,990172,2025-08-14,Late Delivery,1793.46
84626,1754140,2023-02-19,Changed Mind,535.28
84627,862861,2024-04-09,Late Delivery,1261.84
84628,1740698,2023-09-24,Not as Described,792.4
84629,880371,2024-12-20,Wrong Item,2454.85
84630,788574,2025-01-03,Wrong Item,1156.8
84631,1163316,2025-11-14,Late Delivery,142.3
84632,371724,2025-06-06,Changed Mind,876.36
84633,2165774,2023-06-01,Not as Described,2402.9
84634,41082,2025-01-15,Late Delivery,564.49
84635,1411623,2023-11-20,Defective,2770.44
84636,1659163,2025-12-05,Wrong Item,360.44
84637,1061002,2023-03-16,Not as Described,874.22
84638,929075,2023-08-23,Defective,565.78
84639,1746770,2023-05-25,Wrong Item,3315.35
84640,363880,2023-12-16,Not as Described,1357.04
84641,818574,2023-12-11,Late Delivery,94.6
84642,228825,2024-08-31,Changed Mind,1045.7
84643,2222322,2024-10-05,Defective,1804.28
84644,1168980,2023-10-08,Defective,869.13
84645,727847,2024-11-25,Defective,71.43
84646,146574,2024-10-31,Not as Described,377.63
84647,1539084,2024-11-25,Late Delivery,580.51
84648,620119,2023-02-21,Changed Mind,2577.7
84649,23674,2025-03-02,Wrong Item,336.08
84650,1801413,2024-10-15,Late Delivery,2465.0
84651,1675051,2023-11-20,Late Delivery,2026.71
84652,304125,2023-09-10,Late Delivery,1002.64
84653,629141,2023-10-14,Late Delivery,2113.65
84654,2215522,2024-10-05,Changed Mind,1506.4
84655,2099894,2024-11-06,Late Delivery,520.75
84656,190391,2024-06-02,Changed Mind,130.2
84657,90304,2023-11-24,Late Delivery,387.12
84658,160026,2024-01-01,Not as Described,1292.72
84659,1648366,2025-05-08,Changed Mind,2223.69
84660,210964,2025-04-24,Defective,795.78
84661,1792909,2024-09-10,Late Delivery,141.44
84662,773584,2025-11-23,Defective,431.02
84663,329085,2025-02-16,Defective,966.75
84664,207155,2023-11-22,Changed Mind,1914.94
84665,982322,2024-03-05,Late Delivery,2014.85
84666,1658646,2024-11-18,Wrong Item,2094.48
84667,1304370,2025-03-13,Not as Described,2696.4
84668,1528260,2024-07-09,Changed Mind,663.66
84669,1870202,2025-09-23,Not as Described,665.52
84670,475881,2023-01-31,Not as Described,279.96
84671,2086206,2025-10-26,Not as Described,180.98
84672,2196138,2023-12-12,Not as Described,2213.41
84673,573991,2024-11-27,Not as Described,1855.7
84674,131918,2025-01-14,Changed Mind,555.9
84675,12951,2024-02-04,Changed Mind,444.24
84676,1346242,2024-04-24,Changed Mind,331.1
84677,2026956,2024-08-07,Not as Described,3244.9
84678,1614957,2024-07-23,Defective,365.66
84679,1960444,2024-09-11,Late Delivery,1816.68
84680,712440,2025-03-10,Defective,3971.95
84681,2193744,2025-09-13,Late Delivery,975.45
84682,224794,2025-12-18,Defective,2018.4
84683,1314168,2023-12-24,Wrong Item,3379.12
84684,1133444,2025-12-04,Wrong Item,880.77
84685,1334489,2024-12-03,Not as Described,968.6
84686,1513681,2023-08-14,Changed Mind,155.34
84687,759005,2023-12-10,Wrong Item,371.38
84688,716966,2025-08-10,Defective,356.8
84689,1724756,2024-05-01,Not as Described,942.65
84690,541217,2024-12-12,Wrong Item,1608.12
84691,1356308,2025-07-17,Changed Mind,860.74
84692,547289,2024-12-02,Changed Mind,1655.42
84693,1312426,2025-03-27,Not as Described,241.66
84694,703648,2023-02-23,Changed Mind,1564.82
84695,1457083,2025-12-20,Late Delivery,1722.78
84696,1526077,2024-08-21,Not as Described,734.16
84697,1218567,2023-12-30,Defective,869.82
84698,2202918,2023-01-23,Changed Mind,444.04
84699,431710,2023-12-03,Defective,992.48
84700,1083774,2025-09-15,Wrong Item,1946.8
84701,2099062,2024-02-01,Defective,563.89
84702,1593359,2024-12-25,Wrong Item,86.51
84703,2146187,2025-01-13,Changed Mind,581.76
84704,2175565,2023-09-23,Changed Mind,926.3
84705,189242,2024-07-11,Late Delivery,1663.34
84706,1573891,2023-11-27,Wrong Item,992.48
84707,1639881,2025-09-06,Not as Described,604.1
84708,1331018,2023-11-25,Wrong Item,2752.44
84709,227092,2024-10-13,Not as Described,859.76
84710,1981753,2025-05-08,Late Delivery,733.97
84711,647411,2024-06-08,Defective,46.05
84712,1165275,2023-11-10,Late Delivery,523.12
84713,1094343,2024-07-28,Changed Mind,359.86
84714,536247,2025-11-26,Changed Mind,2024.64
84715,1408188,2025-12-22,Defective,197.17
84716,2020619,2023-06-16,Defective,2358.92
84717,1627177,2024-12-21,Changed Mind,3840.88
84718,270156,2023-12-20,Defective,1318.88
84719,1760947,2024-09-18,Not as Described,5029.35
84720,7868,2023-11-10,Not as Described,571.09
84721,1198127,2024-04-12,Changed Mind,2950.0
84722,1618317,2024-11-22,Wrong Item,383.95
84723,2202825,2025-11-02,Defective,336.84
84724,1164922,2023-10-30,Not as Described,658.58
84725,2249961,2024-11-30,Not as Described,1462.86
84726,900895,2025-04-10,Changed Mind,806.01
84727,605437,2024-10-16,Late Delivery,1787.79
84728,552210,2025-12-31,Not as Described,953.98
84729,2033170,2025-07-23,Wrong Item,1692.69
84730,654447,2025-06-21,Wrong Item,1967.54
84731,671143,2023-05-05,Defective,852.66
84732,1321193,2024-11-07,Wrong Item,3770.68
84733,1379560,2023-06-01,Defective,943.62
84734,670243,2024-03-29,Wrong Item,104.43
84735,543319,2023-06-14,Wrong Item,1821.93
84736,755201,2025-12-28,Changed Mind,1414.68
84737,335279,2023-05-04,Defective,1065.65
84738,1964482,2025-07-02,Not as Described,3626.0
84739,919088,2023-10-01,Changed Mind,792.75
84740,545609,2024-12-23,Changed Mind,4070.4
84741,87828,2024-12-18,Changed Mind,21.32
84742,1736986,2025-04-09,Not as Described,647.63
84743,605466,2024-06-27,Wrong Item,76.3
84744,1567517,2024-03-02,Changed Mind,1335.98
84745,1316232,2023-11-25,Wrong Item,976.4
84746,1538144,2024-05-16,Not as Described,391.36
84747,1110357,2023-11-30,Defective,484.47
84748,1454381,2023-07-31,Defective,2213.68
84749,2029963,2023-03-23,Wrong Item,421.24
84750,1559916,2024-12-14,Late Delivery,825.15
84751,1124263,2025-05-02,Defective,3456.85
84752,98896,2024-08-26,Wrong Item,916.88
84753,1907608,2025-12-08,Changed Mind,1444.4
84754,1865596,2023-11-25,Late Delivery,78.19
84755,1233284,2024-01-11,Changed Mind,2117.4
84756,1520968,2023-11-21,Defective,1262.85
84757,437592,2025-12-01,Defective,601.6
84758,1439958,2025-12-26,Wrong Item,3103.16
84759,784370,2025-11-21,Defective,2144.67
84760,1083329,2023-11-29,Late Delivery,528.62
84761,1788819,2023-09-05,Defective,1494.96
84762,165614,2024-12-16,Late Delivery,1891.25
84763,1307863,2025-11-14,Wrong Item,1352.16
84764,901985,2024-02-26,Defective,269.96
84765,1928484,2024-11-30,Wrong Item,280.63
84766,269257,2024-10-11,Late Delivery,640.92
84767,1475355,2023-11-29,Not as Described,1585.55
84768,1469274,2024-02-08,Not as Described,2107.29
84769,1334237,2025-07-14,Defective,744.42
84770,542237,2024-05-25,Defective,600.74
84771,829929,2025-12-31,Wrong Item,2683.75
84772,1888424,2023-09-01,Defective,635.64
84773,25138,2024-08-02,Not as Described,1168.46
84774,1547690,2023-11-09,Wrong Item,831.16
84775,390032,2023-10-21,Not as Described,1631.95
84776,642347,2025-12-06,Late Delivery,208.64
84777,1931566,2024-12-28,Changed Mind,507.9
84778,1881102,2025-11-15,Changed Mind,2754.35
84779,2166468,2023-11-05,Defective,427.47
84780,1675586,2023-08-13,Not as Described,529.77
84781,432102,2025-10-01,Not as Described,379.39
84782,1592515,2025-08-11,Not as Described,1332.2
84783,773006,2025-12-07,Defective,1285.95
84784,2234419,2025-10-14,Changed Mind,534.82
84785,2198101,2023-09-19,Defective,563.99
84786,1075576,2024-03-31,Wrong Item,2610.6
84787,2076131,2023-11-15,Changed Mind,2709.5
84788,2144490,2024-04-16,Wrong Item,2380.53
84789,719115,2023-11-19,Defective,59.76
84790,2131399,2024-10-16,Late Delivery,333.27
84791,1526396,2024-12-08,Defective,788.1
84792,2192721,2025-07-11,Changed Mind,1500.45
84793,1657444,2025-10-31,Defective,625.53
84794,844545,2023-06-20,Changed Mind,380.76
84795,721579,2024-04-08,Wrong Item,2679.12
84796,1471767,2023-12-15,Changed Mind,1657.54
84797,1152079,2024-06-21,Changed Mind,327.25
84798,678854,2024-10-29,Late Delivery,443.04
84799,1310360,2024-11-28,Late Delivery,5002.3
84800,2150410,2025-12-31,Late Delivery,1442.72
84801,1084376,2024-04-29,Changed Mind,2351.35
84802,94437,2023-03-05,Wrong Item,699.32
84803,2198113,2025-07-13,Not as Described,1132.9
84804,202560,2025-03-13,Not as Described,174.94
84805,395211,2023-05-22,Wrong Item,739.28
84806,1777956,2023-12-07,Defective,72.87
84807,822406,2023-12-02,Wrong Item,269.82
84808,1777527,2024-11-11,Changed Mind,494.78
84809,39859,2024-11-19,Defective,275.34
84810,1196574,2025-03-03,Late Delivery,750.5
84811,453774,2023-07-15,Wrong Item,528.0
84812,1998304,2025-11-21,Late Delivery,276.19
84813,592235,2025-09-12,Late Delivery,2228.05
84814,1767912,2024-03-03,Wrong Item,1275.84
84815,385898,2023-10-03,Late Delivery,876.52
84816,1841048,2024-09-08,Wrong Item,389.16
84817,1212322,2023-11-08,Wrong Item,1874.17
84818,1327460,2025-09-03,Not as Described,266.03
84819,1307958,2023-03-04,Late Delivery,2689.3
84820,196890,2024-10-14,Changed Mind,75.36
84821,480246,2023-07-07,Changed Mind,480.8
84822,1815828,2025-01-13,Changed Mind,158.64
84823,795506,2023-03-28,Late Delivery,41.36
84824,1158681,2025-11-24,Not as Described,2996.85
84825,1736145,2024-08-21,Late Delivery,2950.0
84826,168460,2025-12-31,Late Delivery,2369.02
84827,140260,2025-05-24,Late Delivery,613.24
84828,1761230,2025-08-03,Defective,247.38
84829,159163,2025-09-18,Defective,636.08
84830,2086908,2024-06-27,Defective,808.7
84831,2218550,2024-10-19,Not as Described,1267.92
84832,721129,2024-12-02,Changed Mind,840.6
84833,2067755,2024-11-26,Wrong Item,4530.6
84834,1289415,2024-08-30,Wrong Item,1577.72
84835,1810870,2023-12-09,Not as Described,554.9
84836,1511511,2025-09-09,Not as Described,500.44
84837,39541,2024-12-20,Defective,58.96
84838,571065,2024-12-07,Wrong Item,3416.83
84839,1552925,2025-07-17,Defective,221.95
84840,2076536,2023-11-01,Changed Mind,872.45
84841,342145,2024-04-19,Late Delivery,14.29
84842,2011681,2025-12-31,Defective,1997.04
84843,1778358,2024-12-23,Changed Mind,467.74
84844,1680875,2025-12-18,Changed Mind,621.48
84845,1594647,2023-06-11,Late Delivery,3875.7
84846,1277563,2024-05-18,Changed Mind,573.42
84847,1599093,2024-07-13,Defective,121.1
84848,1489725,2023-01-27,Wrong Item,1812.1
84849,1989581,2023-08-01,Defective,454.86
84850,528940,2025-02-03,Wrong Item,1432.0
84851,1562146,2024-08-20,Changed Mind,1820.1
84852,1759959,2025-02-07,Late Delivery,607.8
84853,2127593,2023-12-24,Defective,149.5
84854,2206015,2025-12-05,Not as Described,503.55
84855,973811,2024-03-24,Late Delivery,247.23
84856,1566284,2025-12-09,Defective,1020.52
84857,861884,2025-12-31,Wrong Item,276.41
84858,2049428,2023-01-20,Defective,84.24
84859,957009,2025-05-04,Changed Mind,122.12
84860,824670,2024-01-27,Late Delivery,1599.81
84861,2076744,2025-12-31,Changed Mind,284.39
84862,107657,2023-12-24,Late Delivery,2873.19
84863,130192,2024-04-04,Defective,950.9
84864,226952,2024-01-17,Late Delivery,22.1
84865,1753979,2025-06-05,Defective,142.84
84866,467471,2024-08-18,Wrong Item,1989.69
84867,189050,2023-11-07,Not as Described,927.93
84868,1684588,2023-12-20,Changed Mind,1431.65
84869,1522567,2024-09-05,Changed Mind,1454.0
84870,1768027,2025-10-16,Changed Mind,373.41
84871,605442,2024-11-21,Wrong Item,4493.95
84872,768145,2024-09-27,Changed Mind,2137.16
84873,238245,2025-12-31,Wrong Item,92.16
84874,1944821,2023-11-07,Defective,3232.5
84875,1248374,2024-11-27,Late Delivery,1392.03
84876,72044,2025-12-02,Wrong Item,1411.71
84877,1105217,2025-02-16,Not as Described,686.1
84878,1928194,2023-09-03,Wrong Item,677.67
84879,671106,2025-11-12,Defective,2249.24
84880,1409205,2025-12-10,Changed Mind,1052.55
84881,1968577,2025-12-17,Changed Mind,3893.0
84882,805480,2024-09-15,Wrong Item,1610.92
84883,997077,2024-05-30,Late Delivery,107.64
84884,1592497,2023-12-06,Changed Mind,638.52
84885,110277,2023-03-23,Wrong Item,228.39
84886,59380,2023-03-30,Late Delivery,2491.24
84887,965738,2024-09-19,Wrong Item,348.42
84888,2020235,2024-08-18,Changed Mind,229.22
84889,1592575,2025-12-31,Changed Mind,232.52
84890,1996935,2023-03-31,Changed Mind,1476.2
84891,1698422,2024-08-06,Not as Described,839.24
84892,287645,2023-06-26,Defective,608.33
84893,331829,2023-04-02,Defective,884.2
84894,1437129,2025-03-20,Not as Described,753.9
84895,1737047,2024-04-16,Changed Mind,804.28
84896,927724,2024-06-16,Not as Described,910.2
84897,146465,2024-12-28,Changed Mind,1916.65
84898,694159,2024-11-07,Defective,1366.46
84899,644239,2025-08-15,Late Delivery,120.3
84900,1751728,2023-02-20,Changed Mind,2422.12
84901,1998920,2023-02-27,Changed Mind,2320.0
84902,835385,2024-09-16,Late Delivery,1906.2
84903,671135,2024-11-28,Changed Mind,925.9
84904,629764,2024-08-21,Late Delivery,159.64
84905,1287271,2024-04-07,Not as Described,1004.91
84906,2194458,2025-06-30,Changed Mind,111.64
84907,57027,2025-01-01,Late Delivery,1959.81
84908,254913,2025-05-16,Defective,90.9
84909,1438995,2024-11-29,Defective,76.6
84910,638984,2023-04-19,Late Delivery,1857.64
84911,766688,2025-10-19,Late Delivery,2027.64
84912,1446585,2024-11-02,Wrong Item,374.02
84913,623536,2024-05-25,Wrong Item,1405.77
84914,398949,2023-03-16,Wrong Item,371.56
84915,2097052,2024-11-20,Not as Described,1015.88
84916,17363,2024-11-29,Changed Mind,2442.33
84917,99607,2025-12-17,Defective,1734.91
84918,468397,2025-11-29,Late Delivery,2228.88
84919,1855440,2023-01-22,Wrong Item,183.4
84920,348537,2023-07-15,Not as Described,331.88
84921,1368151,2025-05-28,Late Delivery,372.81
84922,1037405,2023-05-01,Late Delivery,1164.18
84923,265445,2025-12-31,Defective,3051.45
84924,96628,2023-06-09,Not as Described,1788.66
84925,426450,2024-05-27,Not as Described,2648.48
84926,19902,2023-03-05,Wrong Item,472.72
84927,1397580,2023-03-09,Defective,2342.36
84928,422259,2023-12-13,Late Delivery,592.14
84929,786418,2025-03-08,Wrong Item,59.97
84930,153094,2025-11-21,Changed Mind,883.28
84931,2060690,2025-03-28,Defective,3139.45
